,Darija,MSA
777,داكشي علاش كاتحرڭ!,لذلك يحترق!
778,"ڭلت الروز هي بدّحك, كنت كانقصد الديسير!",قلت الأرز من باب المزاح، كنت أعني الحلويات!
779,أحسان نوكتا,أفضل نكتة على الإطلاق
780,ل 5 تلأجيال?,لمدة 5 أجيال؟
781,"ماشي هير ل پيزّا, تاهيا.",ليس فقط البيتزا، أيضًا.
782,"باراكا عليا, خلّيني نكمّل خدمتي.",هيا، دعني أنهي فترة عملي.
783,طهلّا,مرحباً!
784,"أهيا, نمشيو أُنلعبو تنيس?",هيا لنذهب ونلعب التنس؟
785,ماكرهتش نتسركل شويا فشمش واهد شويا مازال,أود أن أقضي وقتًا أطول قليلًا تحت أشعة الشمس
786,وايلي!,حقًا!
787,أشبالّيك نقصّرو ماتش واهد أُ تقدر ترجع تبرونزا من بعد?,ما رأيك أن نلعب لعبة واحدة ويمكنك العودة وأخذ حمام شمس بعد ذلك؟
788,"أودي, راه ماعنديش بزاف ت الطاقا دابا",حسنًا، ليس لدي الكثير من الطاقة الآن
789,"أُ زايدون, راك باقي نتا هوا الرابح, حيتاش كاتغوش ف نوقاط!",بالإضافة إلى ذلك، أنت لا تزال الفائز، لأنك تغش في النقاط!
790,هادشي ماشي صحيح.,ذلك غير صحيح.
791,إمتا غشّيت!,متى قمت بالغش؟
792,"هاد السباح, ولّبارح!",صباح اليوم الذي قبل الأمس!
793,"ماشي موشكيل, راه هير مابغيت ندير تا حاجة",لا بأس، أنا فقط لا أريد أن أفعل أي شيء
794,أش بالّيك فلوقت اللي كنّا لاعبين فيه ل كارطا,ماذا عن الوقت الذي كنا نلعب فيه الورق
795,فراسي شفتي ليا لكارطا ديالي فاش كنت خارج.,أعلم أنك نظرت إلى أوراقي عندما كنت بعيداً.
796,أُه!,آه!
797,نتا هي كاتغير حيت أنا حسن منّك.,أنت فقط تغار لأنني أفضل منك.
798,كانغير!,غيور!
799,مايمكنش تكون كاتهدر بصّح.,لا يمكن أن تكون جادًا.
800,"صافي, أنا هاني غادي ل قاهوا",حسنًا، أنا ذاهب إلى مقهى
801,غاتعجبك?,هل تود ذلك؟
802,"پشاخ, هادشي علاش كنت كانهدر",آه، نعم، هذا ما كنت أتحدث عنه
803,"راك باقي ضريف, نتا عزيز عليا واخا كاتغوش!",أنت لا تزال لطيفًا، أنا أحبك حتى وإن كنت غشاشًا!
804,سمح ليا?,عفوًا؟
805,أشمن كوككتايل بغيتي?,أي كوكتيل تود أن تطلب؟
806,"أه, غاناخود طاجين, لايحفدك!",آه، أريد طاجين من فضلك!
807,أُ واش مومكين تڭول ل سرباي هادشي?,وهل يمكنك إخبار النادل بذلك؟
808,غانشوف واش غايعطينا شي أتاي تاهوا,سأرى إذا كان بإمكانه أن يقدم لنا بعض الشاي أيضًا
809,"واخا, مزيانا!",حسنًا، رائع!
810,هاني غانتكّا شويا,سأأخذ قيلولتي حينها
811,كانتمنّا مايكونش هادشي!,آمل ألا يفعل ذلك!
812,دابا نشوفو معا هادشي!,سنرى بشأن ذلك!
813,"وايليّ, أنا راه ناعس, أُ شوكران!",بحقك، أنا نائم، شكرًا!
814,شوكران تانتا!,شكراً لك أيضاً!
815,مشينا!,هيا بنا!
816,عيد ميلاد ساعيد,عيد ميلاد سعيد!
817,شوكران.,شكراً.
818,ڭاع ماعرفت التا أشناهيا.,أنا لا أعرف حتى ما هو.
819,هادا موضوع فشكل.,إنه موضوع غريب.
820,"والاكين هادا راه عيد ميلادك, غانديرو اللي عجبك",ولكنه عيد ميلادك، سنفعل ما تريد
821,ماكاين التا موشكيل ف الديسير.,لا مشكلة بالنسبة للحلوى.
822,فاش كنتي كاتفكّر?,ما الذي كنت تفكر فيه؟
823,دابا لموسيقا?,حان وقت الموسيقى؟
824,أش بالّيك?,ما رأيك؟
825,غايكون عندنا عرّام تلعواصر,سيكون لدينا الكثير من العصير
826,إمكن لينا نديرو الطرف لموهيم من لحفلا علا برّا حيت لجوو سخون,يمكننا إقامة الجزء الرئيسي من الحفلة في الخارج نظرًا لأن الطقس دافئ جدًا
827,والاكين ألا ماكاينش لموشكيل,ولكن إذا لم يكن هناك مشكلة
828,"بنيسبا اللموسيقا, ڭادّيت واهد ليستا لي كانضنّ غاتعجبكوم",بالنسبة للموسيقى، أعددت قائمة تشغيل أعتقد أنك ستحبها
829,مزيان ملّي فكّرتي فيها.,من اللطيف جدًا أن فكرت في ذلك.
830,"فلخارج غايكون مزيان, عندي واهد لمضلّا فحالات بدات كاتصبّ شتا.",بالنسبة للخارج سيكون الأمر جيدًا، لدي مظلة في حال بدأت تمطر.
831,واش فكّرتي ف ليستا ديال ناس لمعروضين?,هل فكرت في قائمة الضيوف؟
832,"ديالي تاهوا, بلموناسابا.",وأنا كذلك، بالمناسبة.
833,واش قصدتي مضالّا?,هل قصدت مظلة؟
834,"أيه, راك عارف, دوك لخيمات لكبار.",نعم، أنت تعلم، تلك الخيام الكبيرة.
835,"أه مزيان, شوكران علا لموساعادا.",آه، بخير، شكرًا لمساعدتك.
836,نشوفوك,أراك لاحقًا
837,"أهلان اللا جمياا, أش كاتعاودي?",مرحبًا السيدة جميعة، كيف حالكِ؟
838,"بيخير هامدولاه, لهلا إخطّيك.",أنا بخير جدًا، شكرًا.
839,كانستمتع بلماعيشا هنا.,أنا أستمتع بالعيش هنا.
840,ڭلت ليك راك غاتولّفها!,قلت لك ستعتاد عليه!
841,كانت هي مسألات وقت.,كان مجرد مسألة وقت.
842,أش كاين?,ما الجديد؟
843,كيفاش كادّووز الياماتك?,كيف تقضي أيامك؟
844,"عرفت أنّاني كنت متردّد باش نرحل من داري حيت دووّزت فيها بزاف تليامات زينين, والاكين ف أخير لماطاف راه كاتبقا هير طوب أُ سيما",أعلم أنني كنت مترددًا في مغادرة منزلي لأنني قضيت فيه أوقاتًا سعيدة كثيرة، ولكن في نهاية المطاف، كان مجرد طوب وملاط.
845,الدار هيا فين نتا كاين.,المنزل هو حيث تكون.
846,"وايه, ماكنتيش تقدر تبقا بوحدك فديك الدار كتر من هاكّا.",نعم، لم تعد تستطيع أن تكون وحيدًا في تلك البيت بعد الآن.
847,كان خسّقك شي رفقا.,كنت بحاجة إلى رفقة.
848,"متّافق معاك, كنت واحيد.",أوافق، كنت وحيداً.
849,"أُنتي, واش ناشطا?",ماذا عنك، هل أنت سعيد؟
850,إوا علاش كاتهضرو?,إذًا عن ماذا تتحدثون؟
851,"أه, أنا ناشط.",نعم، أنا سعيد.
852,كانهضرو علا السياسا بزّاف هنا.,نتحدث كثيرًا عن السياسة هنا.
853,واش السوكّان لخرين تيتقاسمو معاكوم أفكاركوم?,هل يشاركك السكان الآخرون آراءك؟
854,هههه اللا!,ها ها لا!
855,كايڭولو أناني شويا راديكالي.,يعتقدون أنني متطرف بعض الشيء.
856,واش تقدر تيّقها?,هل يمكنك أن تصدق ذلك؟
857,أش هاد كترت تخربيق.,يا له من هراء كثير.
858,نتا!,أنت!
859,راديكالي!,شديد!
860,هادا عالام مقلوب.,إنها العالم المعكوس.
861,غاتكون صعيبا لقاضيا أنّاك تهضر مكالمي.,يجب أن يكون من الصعب جدًا التحدث بهدوء.
862,فراسي مانڭدّش.,أعلم أنني لم أستطع.
863,أه راه ضحكت بتخبيا موراها عليهوم كولهوم.,أوه، أنا فقط أضحك بهدوء بعد ذلك عليهم جميعًا.
864,بنادم عابيط.,أشخاص أغبياء.
865,"حاجة خرا, واش شفتي, شمش راه رجعات!",وإلا، رأيت، الشمس عادت!
866,كيفاش بغيتي تخرج لجّردا فاهد ليامات الجايّين?,كيف تود الذهاب إلى الحديقة في الأيام القليلة القادمة؟
867,"ليوما غايكون غزال, شوكران.",ذلك سيكون جميلاً، شكراً لك.
868,واش عقلتي علا دوك ل أوقات اللي كنّا كانتمشاو فيهوم ف الجريدا فاش كنّا صغار?,هل تتذكر الأوقات التي كنا نمشي فيها في الحديقة عندما كنا صغارًا؟
869,بقا فيا,أتعاطف معه
870,بقات فيا,أتعاطف معها
871,مافهمتش,لم أفهم
872,شنو سميتك,ما اسمك؟
873,يالّاه نضربو تسركيلا,هيا نتمشى
874,أش كاتعاود,ما الأمر
875,أش كاتعاود,كيف حالك
876,أ فينك,أين أنت؟
877,فين غادي,أين أنت ذاهب
878,حبيبي,عزيزي
879,أهلان وا ساهلان,مرحباً بك
880,كي غاديا ل أُمور,كيف تسير الأمور
881,أش خبارك,كيف تسير الأمور
882,كولشي واجد,كل شيء جاهز
883,عجباتني,أنا أحبها
884,عجبني,أنا أحبه
885,دابا نعيّط ليك,سأتصل بك
886,دابا نخلّص,سأدفع
887,دابا نجرّ معاك,سأذهب معك
888,أنا مغبريبي,أنا مغربي
889,جاني لبرد,انا اشعر بالبرد
890,أنا بيخير,أنا بخير
891,أنا مامتءكّدش,لستُ متأكدًا
892,ماخدّامش,لا يعمل
893,تبعني,اتبعني
894,وصلتي?,هل وصلت؟
895,فين كنتي,أين كنت
896,دوّر ليا,اتصل بي
897,يالّاه,هيا بنا
898,فين خدّام,أين تعمل؟
899,واش كولشي هوا هاداك?,هل كل شيء بخير؟
900,واش كاينا شتا?,هل يمطر؟
901,واش كاين لبرد?,هل هو بارد؟
902,واش بعيد?,هل هو بعيد؟
903,واش سخون?,هل هو حار؟
904,واش نتسنّا?,هل يجب أن أنتظر؟
905,أش هادشي?,ما هذا؟
906,منين نتا?,من أين أنت؟
907,فيناهوا?,أين هو؟
908,شكون فيهوم?,أي واحد؟
909,كيداير ل جوو,كيف الطقس
910,أنا واجد,أنا جاهز
911,شتّها,لقد رأيته
912,واش مشا لحال,إنه متأخر جدًا
913,ماعرفتش,لا أعرف
914,ملّيت,أنا مللت
915,عييت,أنا متعب
916,خسّني نمشي,أنا بحاجة إلى الذهاب
917,ماعمّرني,لم أفعل قط
918,عندك لحقّ,أنت على حق
919,مانّساش لخير ديالك,أنا ممتن لك
920,من لقورون لووسطا,قرون وسطى
921,فيا الجوع,أنا جائع
922,فيا لعطش,أنا عطشان
